match_id,side,team,role,number,player,captain,coach
3851350,away,HOFMANN PERSONAL Ilzer SV,bench,18,Jonas Ferdinand Kohl,False,Christian Scheer
3851382,home,Fürstenfeld,starter,13,Lucas Wabnig,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,05,Andreas Wilfling,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,10,Andreas Glaser,True,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,11,Drini Halili,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,14,Florian Jessenitschnig,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,17,Jaka Vajda,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,20,Fabian Wonisch,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,22,David Fritz,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,23,Nazar Gurban,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,24,Xaver Herzog,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,starter,27,Christoph Pichorner,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,bench,30,Jakob Maximilian Karpf,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,bench,03,David Fritz,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,bench,04,Niki Maslowski,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,bench,06,Oliver Jaindl,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,bench,09,Oliver Bacher,False,"Thomas Kaiser , MSc"
3851382,home,Fürstenfeld,bench,29,Jonas Schwarz,False,"Thomas Kaiser , MSc"
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,33,Markus Gröbacher,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,09,Nicky Fatayi Brown Ugo,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,12,Felix Pegam,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,17,Philipp Posch,True,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,18,David Kevin Schloffer,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,19,Jonas Lang,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,20,Bostjan Bizjak,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,24,Pascal Michael Zisser,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,27,Dominik Oswald,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,72,Maximilian Michael Sieber,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,starter,77,Tobias Strahlhofer,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,bench,01,Maximilian Mario Meyer,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,bench,07,Dominic Andre Langbauer,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,bench,14,Elyasa Sahin,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,bench,21,Dominik Ettl,False,Bernd Windisch
3851382,away,SV Fleischereimaschinen Schenk Tillmitsch,bench,47,Mark Zieger,False,Bernd Windisch
3851326,home,Gnas,starter,30,Ralf Pripfl,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,04,Rene Wagist,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,06,Lukas Michelic,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,07,Daniel Zimmermann,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,08,Daniel Rossmann,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,10,Gabriel Puntigam,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,12,Marc Pöllitsch,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,13,David Fink,True,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,15,Marco Hödl,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,19,Philipp Stuber Hamm,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,starter,20,Tobias Kölli,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,bench,18,Stefan Thomas Strohmaier,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,bench,05,Raphael Konrad,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,bench,16,Fabian Hirtl,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,bench,21,Kilian Seebacher,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,bench,23,Gabriel Tuscher,False,"Simon Opferkuch , BSc"
3851326,home,Gnas,bench,27,Julian Huber,False,"Simon Opferkuch , BSc"
3851326,away,Wildon,starter,41,Tjaž Lovrenčič,False,Christoph Meier
3851326,away,Wildon,starter,02,Sebastian Pojer,False,Christoph Meier
3851326,away,Wildon,starter,04,Ayodeji Jotham Adeniran,False,Christoph Meier
3851326,away,Wildon,starter,05,Amar Kvakic,False,Christoph Meier
3851326,away,Wildon,starter,06,Vito Mörec,False,Christoph Meier
3851326,away,Wildon,starter,11,Jan Majcen,False,Christoph Meier
3851326,away,Wildon,starter,16,Killian Brandner,False,Christoph Meier
3851326,away,Wildon,starter,21,Danis Markovic,False,Christoph Meier
3851326,away,Wildon,starter,23,Marcel Kopeinig,False,Christoph Meier
3851326,away,Wildon,starter,30,Kevin Friesenbichler,True,Christoph Meier
3851326,away,Wildon,starter,77,Davor Tomic,False,Christoph Meier
3851326,away,Wildon,bench,13,Aleksandar Maksic,False,Christoph Meier
3851326,away,Wildon,bench,10,Rajko Rep,False,Christoph Meier
3851326,away,Wildon,bench,14,Fabio Kräutler,False,Christoph Meier
3851326,away,Wildon,bench,18,Philipp Seidl,False,Christoph Meier
3851326,away,Wildon,bench,19,Anej Horvat,False,Christoph Meier
3851326,away,Wildon,bench,45,Marko Cucek Bezjak,False,Christoph Meier
3851220,home,SV Lebring,starter,01,Pascal Legat,False,Marko Stankovic
3851220,home,SV Lebring,starter,05,Nikola Vuksanovic,False,Marko Stankovic
3851220,home,SV Lebring,starter,06,Paul Leutgeb,False,Marko Stankovic
3851220,home,SV Lebring,starter,08,Stefan Greistorfer,False,Marko Stankovic
3851220,home,SV Lebring,starter,10,Alexander Rother,False,Marko Stankovic
3851220,home,SV Lebring,starter,18,Jure Pihler,False,Marko Stankovic
3851220,home,SV Lebring,starter,19,Ben Schweinzer,False,Marko Stankovic
3851220,home,SV Lebring,starter,20,Florian Gruber,False,Marko Stankovic
3851220,home,SV Lebring,starter,22,Lukas Sidar,False,Marko Stankovic
3851220,home,SV Lebring,starter,29,Nikica Filipovic,False,Marko Stankovic
3851220,home,SV Lebring,starter,34,Florian Ferk,True,Marko Stankovic
3851220,home,SV Lebring,bench,30,Alexander Strametz,False,Marko Stankovic
3851220,home,SV Lebring,bench,07,Louis-Christo Sallfeldner,False,Marko Stankovic
3851220,home,SV Lebring,bench,11,Matthias Schragl,False,Marko Stankovic
3851220,home,SV Lebring,bench,13,Fabio Schwinger,False,Marko Stankovic
3851220,home,SV Lebring,bench,17,Vito Gorza,False,Marko Stankovic
3851220,home,SV Lebring,bench,28,Georg Schantl,False,Marko Stankovic
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,21,Luka Janzekovic,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,02,Ziga Pesjak,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,04,Martin Oberluggauer,True,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,07,Tobias Martin,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,10,Rok Kronaveter,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,11,Denys Myshchyk,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,12,Niko Drevensek,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,13,Fran Slamberger,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,19,Marcel Giuliani,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,20,Petar Turkovic,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,starter,27,Jaka Korošec,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,bench,01,Fabian Insupp,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,bench,05,Brandon Muratovic,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,bench,08,Gabriel Tolic,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,bench,15,Elias Hergl,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,bench,16,Fabian Schiechl,False,Heinz Karner
3851220,away,FC Weinland Speed Connect RB Gamlitz,bench,18,Nevio Winkler,False,Heinz Karner
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,01,Marino Hamer,True,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,03,Leon Kobald,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,07,Jan-Markus Hiden,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,08,Franz Christopher Sundl,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,09,Jonas Janetzko,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,10,Sally Christian Preininger,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,11,Adam Radai,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,15,Nino Emanuel Hartweger,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,17,Denis Tubic,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,28,Stjepan Igrec,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,37,Moritz Wolkinger,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,23,Samuel Neunteufl,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,05,Cedric Ulrich,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,06,Jakob Obenaus,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,14,Moritz Wagner,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,27,Lukas Rene Saccon,False,"Zoran Begic , BEd"
3851357,home,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,33,Julian Janetzko,False,"Zoran Begic , BEd"
3851357,away,SV SMB Pachern,starter,30,Marcel Volinz,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,07,Julian Kohlbacher,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,10,Christoph Fuchs,True,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,13,Sami Ribo,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,14,Alexander Karl Strauß,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,18,Marco Foda,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,20,Hillary Chisom Umedi,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,22,Florian Pinnitsch,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,24,Almin Veladzic,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,28,Mirza Malagic,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,starter,33,Kevin Masser,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,bench,21,Sandor Bischof,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,bench,06,Toni Dullnig,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,bench,08,Manuel Leeb,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,bench,11,Lukas Winkler,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,bench,17,Klemens Grabler,False,Mario Innerhofer-Ambros
3851357,away,SV SMB Pachern,bench,23,Christoph Martschinko,False,Mario Innerhofer-Ambros
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,01,Georg Kraus,True,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,02,Zan Florjanc,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,05,Ognjen Davidovic,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,06,Michael Goger,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,09,Al Mahic,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,11,Thomas Herrklotz,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,12,Matthias Walter,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,15,Stefan Wünscher,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,16,Lukas Unger,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,20,Niklas Frewein,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,starter,22,Marvin Potzmann,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,bench,21,Lukas Kitting,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,bench,07,Patrick Wiesenhofer,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,bench,13,Julian Selmeister,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,bench,14,Lukas Thonhofer,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,bench,17,Christoph Reichl,False,Bernd Kulmer
3851252,home,TUS Raiba Layjet Heiltherme Bad Waltersdorf,bench,18,Jakob Kolb,False,Bernd Kulmer
3851252,away,Fehring,starter,01,Pascal Sommerfeld,False,Nejc Omladic
3851252,away,Fehring,starter,03,Andrija Radovanovic,False,Nejc Omladic
3851252,away,Fehring,starter,04,Felix Glanz,False,Nejc Omladic
3851252,away,Fehring,starter,05,Nejc Omladic,False,Nejc Omladic
3851252,away,Fehring,starter,07,Michael Krenn,False,Nejc Omladic
3851252,away,Fehring,starter,10,Marco Lindner,True,Nejc Omladic
3851252,away,Fehring,starter,14,Sven Dodlek,False,Nejc Omladic
3851252,away,Fehring,starter,15,Christian Landl,False,Nejc Omladic
3851252,away,Fehring,starter,16,Jan Patrick Unger,False,Nejc Omladic
3851252,away,Fehring,starter,18,Jonas Prem,False,Nejc Omladic
3851252,away,Fehring,starter,20,Daniel Pöltl,False,Nejc Omladic
3851252,away,Fehring,bench,21,Christoph Wallner,False,Nejc Omladic
3851252,away,Fehring,bench,06,Philip Lorenzer,False,Nejc Omladic
3851252,away,Fehring,bench,08,Tobias Höber,False,Nejc Omladic
3851252,away,Fehring,bench,09,Maximilian Lindenmann,False,Nejc Omladic
3851252,away,Fehring,bench,17,Laurens Schmuck,False,Nejc Omladic
3851252,away,Fehring,bench,19,Stephan Froschauer,False,Nejc Omladic
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,44,Harald Postl,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,05,Emir Redzic,True,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,06,Erik Schellenberger,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,07,Nikolaus Feldhofer,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,08,Paul Bratschko,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,15,Armin Valjevac,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,17,Jakob Mauerhofer,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,18,Jonas Karner,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,22,Matthias Postl,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,29,Christoph Prasch,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,starter,31,Julian Halwachs,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,bench,01,Matthias Werkovits,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,bench,10,Can Kisa,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,bench,11,Marcel Laschet,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,bench,16,Tobias Wilfinger,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,bench,20,Tobias Pfeffer,False,Markus Karner
3851196,home,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,bench,30,Tim Schreiber,False,Markus Karner
3851196,away,SV Lebring,starter,01,Pascal Legat,False,Marko Stankovic
3851196,away,SV Lebring,starter,04,Josip Jelic,False,Marko Stankovic
3851196,away,SV Lebring,starter,05,Nikola Vuksanovic,False,Marko Stankovic
3851196,away,SV Lebring,starter,06,Paul Leutgeb,False,Marko Stankovic
3851196,away,SV Lebring,starter,07,Louis-Christo Sallfeldner,False,Marko Stankovic
3851196,away,SV Lebring,starter,10,Alexander Rother,False,Marko Stankovic
3851196,away,SV Lebring,starter,19,Ben Schweinzer,False,Marko Stankovic
3851196,away,SV Lebring,starter,20,Florian Gruber,False,Marko Stankovic
3851196,away,SV Lebring,starter,22,Lukas Sidar,False,Marko Stankovic
3851196,away,SV Lebring,starter,29,Nikica Filipovic,False,Marko Stankovic
3851196,away,SV Lebring,starter,34,Florian Ferk,True,Marko Stankovic
3851196,away,SV Lebring,bench,30,Alexander Strametz,False,Marko Stankovic
3851196,away,SV Lebring,bench,08,Stefan Greistorfer,False,Marko Stankovic
3851196,away,SV Lebring,bench,13,Fabio Schwinger,False,Marko Stankovic
3851196,away,SV Lebring,bench,17,Vito Gorza,False,Marko Stankovic
3851196,away,SV Lebring,bench,18,Jure Pihler,False,Marko Stankovic
3851196,away,SV Lebring,bench,28,Georg Schantl,False,Marko Stankovic
3851403,home,SV SMB Pachern,starter,30,Marcel Volinz,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,07,Julian Kohlbacher,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,10,Christoph Fuchs,True,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,13,Sami Ribo,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,14,Alexander Karl Strauß,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,18,Marco Foda,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,20,Hillary Chisom Umedi,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,22,Florian Pinnitsch,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,24,Almin Veladzic,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,28,Mirza Malagic,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,starter,33,Kevin Masser,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,bench,21,Sandor Bischof,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,bench,06,Toni Dullnig,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,bench,11,Lukas Winkler,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,bench,17,Klemens Grabler,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,bench,23,Christoph Martschinko,False,Mario Innerhofer-Ambros
3851403,home,SV SMB Pachern,bench,77,Atilla Okan Saro,False,Mario Innerhofer-Ambros
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,01,Marcel Kai Maierhofer,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,05,Jonas Thürschweller,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,06,Ilijan Stojcevic,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,07,Matthias Pagger,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,08,Gjergj Shabani,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,09,Lukas Tomic,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,10,Jakob Erlsbacher,True,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,17,Lorenz Reisinger,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,18,Dino Skvorc,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,19,Petar Paric,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,starter,20,Jakob Pinitsch,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,bench,26,Daniel Gräf,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,bench,04,Matteo Pletz,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,bench,12,Stefan Heist,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,bench,21,Marvin Folger-Wöls,False,Dominik Leodolter
3851403,away,SC Stadtwerke Bruck / Mur 1921,bench,97,Ardian Berisha,False,Dominik Leodolter
3851285,home,FC Hohenhaus Tenne Schladming,starter,11,Maximilian Gebauer,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,01,Johannes Felsner,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,05,Marcel Lep,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,07,Martin Reiter,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,08,Leonhard Ettlmayr,True,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,10,Akos Fodor,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,13,Sebastian Auer,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,15,Thomas Weikl,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,17,Marcel Ruckhofer,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,23,Luca Pistrich,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,starter,29,Andre Unterberger,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,bench,99,Robin Stocker,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,bench,09,Antonio Solaja,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,bench,19,Daniel Schönleitner,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,bench,24,Frederik Stocker,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,bench,30,Noah Huber,False,Michael Aigner
3851285,home,FC Hohenhaus Tenne Schladming,bench,97,Simon Oberhamberger,False,Michael Aigner
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,01,Marino Hamer,True,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,03,Leon Kobald,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,05,Cedric Ulrich,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,07,Jan-Markus Hiden,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,08,Franz Christopher Sundl,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,09,Jonas Janetzko,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,11,Adam Radai,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,17,Denis Tubic,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,28,Stjepan Igrec,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,33,Julian Janetzko,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,starter,37,Moritz Wolkinger,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,23,Nicolas Kreuter,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,10,Sally Christian Preininger,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,14,Moritz Wagner,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,19,Samuel Fruhmann,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,22,Jonas Jauk,False,"Zoran Begic , BEd"
3851285,away,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,bench,27,Lukas Rene Saccon,False,"Zoran Begic , BEd"
3851374,home,FC Weinland Speed Connect RB Gamlitz,starter,21,Luka Janzekovic,False,Heinz Karner
3851374,home,FC Weinland Speed Connect RB Gamlitz,starter,02,Ziga Pesjak,False,Heinz Karner
3851374,home,FC Weinland Speed Connect RB Gamlitz,starter,04,Martin Oberluggauer,True,Heinz Karner
3851374,home,FC Weinland Speed Connect RB Gamlitz,starter,07,Tobias Martin,False,Heinz Karner
3851374,home,FC Weinland Speed Connect RB Gamlitz,starter,08,Gabriel Tolic,False,Heinz Karner
3851374,home,FC Weinland Speed Connect RB Gamlitz,starter,10,Rok Kronaveter,False,Heinz Karner
3851374,home,FC Weinland Speed Connect RB Gamlitz,starter,11,Denys Myshchyk,False,Heinz Karner
3851374,home,FC Weinland Speed Connect RB Gamlitz,starter,12,Niko Drevensek,False,Heinz Karner
